,title,score
1850,Scarface,7.859145559682335
1852,The Last Emperor,6.879085282150632
1853,Contraband,6.098169469123256
1855,There Will Be Blood,7.660248485591914
1859,The Sisterhood of the Traveling Pants,6.221353166616542
1860,Kiss of the Dragon,6.264278267296197
1861,The House Bunny,5.751387848781247
1863,Million Dollar Arm,6.358421693256828
1864,The Giver,6.364417273226205
1865,What a Girl Wants,5.9138645380909995
1866,Jeepers Creepers 2,5.760599843574669
1867,Good Luck Chuck,5.704948919689061
1868,Cradle 2 the Grave,5.945775618829878
1869,The Hours,6.689009207680572
1870,She's the Man,6.320154874689704
1871,Mr. Bean's Holiday,6.097951354642397
1874,August Rush,6.870504182624877
1875,Elizabeth,6.683761540367087
1876,Bride of Chucky,5.737880882852774
1879,The Sitter,5.690464850837273
1881,The Shawshank Redemption,8.432957383467874
1883,Kingpin,6.401796067784703
1884,The Gambler,5.818457990319887
1885,August: Osage County,6.635599326558318
1887,A Lot Like Love,6.326691349853297
1888,Eddie the Eagle,6.909442317487581
1891,Dear John,6.5202807725242975
1892,The Losers,6.16621375529183
1893,Don't Be Afraid of the Dark,5.682396382758459
1894,War,6.0333749098133636
1895,Punch-Drunk Love,6.651843550939703
1896,EuroTrip,6.392435820952719
1902,The Box,5.595505188063549
1903,The Ruins,5.831320632937745
1906,The Girl Next Door,6.253881318667491
1909,Legend,6.581755228864961
1910,Hot Rod,6.210876489906703
1913,Draft Day,6.3221898264728615
1917,The 33,6.0353349371433485
1918,Big Trouble in Little China,6.848042889860502
1920,Warrior,7.44927691869202
1926,The Possession,5.893670281676497
1931,The Road,6.674175731065714
1938,Blindness,6.283698257988542
1940,Carnage,6.780740304695655
1945,The Best Offer,7.297614820520632
1946,The Bad Lieutenant: Port of Call - New Orleans,6.0386101897840865
1948,Little White Lies,6.714894823526622
1952,The Counselor,5.271024621403244
1957,Dangerous Liaisons,6.566382757050555
1958,On the Road,5.759627456098643
1959,Star Trek IV: The Voyage Home,6.633371230995608
1960,Rocky Balboa,6.410430202307357
1961,Scream 2,6.098288666482672
1962,Jane Got a Gun,5.7128083009016795
1964,The Whole Nine Yards,6.166919473196961
1965,Footloose,6.3022436709038825
1966,Old School,6.446211748026897
1967,The Fisher King,6.748021382758459
1968,I Still Know What You Did Last Summer,5.4828576625104635
1970,Zack and Miri Make a Porno,6.098075644841916
1972,The Men Who Stare at Goats,5.946223455955858
1974,"Girl, Interrupted",7.229351795469531
1981,Piranha 3D,5.528137642731461
1986,Faster,6.097708986885271
1987,Howl's Moving Castle,7.977475434172899
1988,Zombieland,7.131218049265224
1989,The Waterboy,5.960455577602239
1990,The Empire Strikes Back,8.118982714502595
1991,Bad Boys,6.450444837884628
1992,The Naked Gun 2½: The Smell of Fear,6.447196307898684
1993,Final Destination,6.355152087085477
1994,The Ides of March,6.41629721962347
1995,Pitch Black,6.6294270338284935
1997,Her,7.80192989761516
1998,Joy Ride,6.212786279408702
2002,Haywire,5.7562977249579355
2008,In the Valley of Elah,6.359395799332405
2009,Coco Before Chanel,6.351892549831336
2014,1408,6.439265092819311
2015,Spaceballs,6.574371430491533
2016,The Water Diviner,6.550240715418727
2017,Ghost,6.779390290005637
2018,There's Something About Mary,6.447485104914451
2019,The Santa Clause,6.232541873575792
2021,The Game Plan,6.032670160586536
2022,The Bridges of Madison County,6.842194058820763
2023,The Animal,5.250575726287333
2024,Gandhi,7.076824728148131
2025,The Hundred-Foot Journey,6.917981583403597
2026,The Net,5.796367260558357
2027,I Am Sam,6.859686688194605
2029,Underworld,6.55655635837964
2030,Derailed,6.096679271604463
2031,The Informant!,6.0404110381881955
2034,Delivery Man,6.167761216881517
2039,Jay and Silent Bob Strike Back,6.2988256174389825
2041,"Hail, Caesar!",5.759689324137871
2043,Homefront,6.334829113935922
2045,I Heart Huckabees,6.146540752044035
2046,RoboCop 3,5.023445030497912
2050,The Transporter Refueled,5.464055814192535
2052,Black Book,6.691524055603267
2056,Before I Go to Sleep,6.1716558349763675
2060,Out of the Furnace,6.39964431043861
2061,Michael Clayton,6.369783038680534
2063,Arlington Road,6.549916279470196
2065,To Rome with Love,5.748092594710464
2067,"South Park: Bigger, Longer & Uncut",6.8900357415504185
2068,Death at a Funeral,6.640656170039444
2071,Silver Linings Playbook,6.8618566036706605
2072,Freedom Writers,6.940203581165605
2074,The Transporter,6.538069702370977
2075,Never Back Down,6.301175295722505
2080,Tinker Tailor Soldier Spy,6.488986340901277
2082,The Beaver,6.204423319899946
2084,eXistenZ,6.498817347139257
2085,Raiders of the Lost Ark,7.607596066634598
2086,Home Alone 2: Lost in New York,6.281429778125046
2087,Close Encounters of the Third Kind,7.0046964114545185
2089,Beverly Hills Cop II,6.09783056187367
2091,The Silence of the Lambs,7.999136450720152
2092,Wayne's World,6.400478002563731
2093,Jackass 3D,6.290890371747923
2094,Jaws 2,5.970452911807914
2096,The Conjuring,7.307622577838555
2098,Tammy,5.34919770948146
2099,School of Rock,6.613377996645768
2100,Mortal Kombat,5.640266346335116
2101,White Chicks,6.246564897668351
2102,The Descendants,6.577810364815118
2103,Holes,6.4688678260014125
2104,The Last Song,6.736062449454986
2105,12 Years a Slave,7.791317553458397
2108,Edward Scissorhands,7.413753992822959
2109,Me Before You,7.473314378430057
2111,The French Connection,6.932207483209852
2112,Bad Moms,6.267155559158623
2114,Return to Never Land,6.096495840893091
2115,Selma,7.107852011852541
2116,The Jungle Book 2,5.829484754898557
2118,Premonition,5.911461552709209
2120,Orphan,6.604518928120904
2121,Max,6.474482028314819
2122,Epic Movie,4.411515715630789
2123,Spotlight,7.662601957024605
2124,Lakeview Terrace,5.985693200130688
2125,The Grudge 2,5.604749645692804
2127,Bill & Ted's Bogus Journey,5.983168170292584
2130,The American,5.895894296744235
2132,Vampires Suck,5.008473302670678
2133,Babel,6.752837454627033
2134,This Is Where I Leave You,6.370486914147125
2135,Doubt,6.68158256189384
2136,Team America: World Police,6.466659571473601
2137,Texas Chainsaw 3D,5.565943309241247
2139,Scary Movie 5,4.94110925726544
2141,Milk,6.8203781776492
2142,Risen,5.873887389563911
2143,Ghost Ship,5.543029133771373
2144,A Very Harold & Kumar Christmas,6.038473031028193
2145,Wild Things,6.228071158275217
2147,The Debt,6.200732350546489
2148,High Fidelity,6.752792950717117
2151,The Bank Job,6.471953129258447
2152,Eternal Sunshine of the Spotless Mind,7.7907024225543795
2153,You Again,6.035920922833951
2154,Street Kings,6.218328288409486
2155,The World's End,6.629041389204607
2157,Daybreakers,6.024925565556815
2158,She's Out of My League,5.9594214690379905
2159,Monte Carlo,6.026159802498638
2163,The Covenant,5.600880146211994
2167,Nerve,7.001970329664268
2168,Appaloosa,6.208539918481035
2169,Vampires,5.9401230948344335
2170,Psycho,8.006129282375293
2172,Endless Love,6.516165143460583
2175,Ladyhawke,6.463960235290653
2177,Reign Over Me,6.683761540367087
2178,Into the Wild,7.677640340386851
2180,Silent Hill: Revelation 3D,5.384798075665476
2181,From Dusk Till Dawn,6.796713991549985
2184,Kung Fu Hustle,6.955778908507385
2186,The Kite Runner,6.848744541285965
2187,21 Grams,6.9742066925142
2193,Secret in Their Eyes,6.15562227052342
2194,Disaster Movie,4.529811192566048
2197,What's Your Number?,6.172031254380654
2198,Lockout,5.872274017335656
2200,Crank: High Voltage,5.941204668311016
2204,The Weather Man,6.041336481810825
2206,Ghost Town,6.261152238903787
2208,Let Me In,6.5369410005352435
2210,Be Kind Rewind,6.161548279922417
2212,Triple 9,5.712073950066737
2215,Burnt,6.2587850771889215
2218,Death Sentence,6.319850218926453
2219,Everybody's Fine,6.315337796664495
2225,Inherent Vice,6.410262468603813
2229,Machete Kills,5.514965723405165
2234,A Dangerous Method,6.168561186685945
2235,A Scanner Darkly,6.583129486921607
2240,A Most Violent Year,6.377285936579863
2244,The Cold Light of Day,5.400119202507653
2246,"Synecdoche, New York",6.800897303058231
2247,Princess Mononoke,7.976672820770457
2253,Equilibrium,6.7937662655114
2260,All Good Things,5.986680069997837
2267,Regression,5.527024776181552
2274,Survivor,5.654554485866781
2275,The Frozen Ground,6.097371880669818
2276,The Painted Veil,6.667020688242911
2278,Dances with Wolves,7.323388225190376
2279,Bad Teacher,5.489422933737698
2281,A Cinderella Story,6.098059405557882
2282,Scream,6.875312867603082
2283,Thir13en Ghosts,5.640978246620552
2284,The Shining,7.981803686490198
2285,Back to the Future,7.928992764724243
2289,The Switch,5.955208210842143
2290,Just Married,5.5913306986993305
2293,The Crazies,6.170806816208379
2294,Spirited Away,8.172677378274571
2297,The Book Thief,7.221417964246875
2298,Sex Drive,6.03753954327361
2299,Leap Year,6.296657594955533
2306,The Amityville Horror,6.026318732039943
2307,Adaptation.,6.974868632839487
2308,Land of the Dead,6.035162851410508
2310,Fear and Loathing in Las Vegas,7.030508018534422
2311,The Invention of Lying,6.028765360516431
2312,Neighbors,6.191404449277094
2313,The Mask,6.555914413176533
2314,Big,6.745407423834587
2315,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.447166657369831
2316,Legally Blonde,6.0983530138485875
2317,Star Trek III: The Search for Spock,6.291868933436282
2318,The Exorcism of Emily Rose,6.245369481508806
2319,Deuce Bigalow: Male Gigolo,5.756280509150779
2320,Left Behind,4.596587426585124
2321,The Family Stone,6.1476452819604805
2323,Bad Santa,6.392435820952719
2324,Austin Powers: International Man of Mystery,6.423205381785956
2325,My Big Fat Greek Wedding 2,5.7498389882744565
2326,Diary of a Wimpy Kid: Rodrick Rules,6.196744855113896
2327,Predator,7.178075737314808
2328,Amadeus,7.493867518282894
2330,Mean Girls,6.825698753999559
2332,Gosford Park,6.454179452118239
2334,Birdman,7.335568200517583
2335,Blue Jasmine,6.839955226158194
2336,United 93,6.584651688486501
2337,Honey,6.040260811280432
2339,The Fog,6.267509737122477
2340,Soul Surfer,6.570988416757145
2343,Conan the Destroyer,5.911100835710149
2344,Raging Bull,7.377886032795288
2348,127 Hours,6.924906834378342
2354,Steve Jobs,6.7079979626487125
2356,Youth in Revolt,5.981516816730817
2359,Blow Out,6.697367975517777
2360,Getaway,5.482453880392667
2368,Ed Wood,6.971861637536269
2369,Labor Day,6.4325099559342185
2371,RockNRolla,6.72274539352836
2375,Midnight Special,6.172723699105354
2377,The Railway Man,6.418819520608018
2378,The White Ribbon,6.668694523405863
2387,Day of the Dead,6.524079834591828
2391,Red Lights,6.035450599785389
2392,Superbad,6.908633968509154
2395,Step Up 2: The Streets,6.390468933107283
2396,Hoodwinked!,5.963249742953604
2397,Hotel Rwanda,7.178171514074779
2398,Hitman,5.937602261839195
2402,The Others,7.237815470432124
2403,Aliens,7.590639744274638
2404,My Fair Lady,6.876423026352424
2405,I Know What You Did Last Summer,5.725445028708104
2406,Let's Be Cops,6.350247810501289
2407,Sideways,6.633745184388321
2409,Halloween,7.158000249188089
2412,Smokin' Aces,6.3059301904666745
2413,Saw: The Final Chapter,5.871150587014376
2414,40 Days and 40 Nights,5.594098339227204
2416,Beastly,6.019981841760952
2417,The Hills Have Eyes,6.098042889860502
2422,Pitch Perfect,7.185640739914936
2428,Brooklyn's Finest,6.152008175130441
2430,Evil Dead,6.363054298503
2433,Superman IV: The Quest for Peace,4.946582850757455
2435,Running Scared,6.623074764079281
2438,The Illusionist,6.971978549442634
2441,Escobar: Paradise Lost,6.096364261796191
2446,My Girl,6.678220688490004
2448,Wall Street,6.7268377931739725
2449,Sense and Sensibility,6.756491169452935
2450,Becoming Jane,6.556087529834915
2451,Sydney White,6.045987933054931
2453,Dead Poets Society,7.939510311724106
2454,Dumb and Dumber,6.454231287711973
2455,When Harry Met Sally...,7.060472840902002
2457,Road Trip,5.958121385416825
2459,The Artist,7.078941056439931
2460,The Unborn,5.3061005274481206
2461,Moonrise Kingdom,7.413210498929295
2462,The Texas Chainsaw Massacre: The Beginning,5.970895316277666
2465,Pan's Labyrinth,7.491837703439827
2469,Joe Dirt,5.791740705385477
2471,Hot Fuzz,7.273730614818765
2473,Vicky Cristina Barcelona,6.586183519098704
2477,Jennifer's Body,5.473657011631412
2480,Remember Me,6.7395268947327756
2483,Philadelphia,7.310270087055497
2484,The Thirteenth Floor,6.528646519525077
2490,Highlander,6.606356596587744
2493,The Immigrant,6.147753229832727
2495,Trance,6.419530072601908
2497,Welcome to the Sticks,6.604306254669262
2499,Enter the Void,6.781447454130021
2501,Hachi: A Dog's Tale,7.5064345883549555
2503,The Homesman,6.253266362005827
2508,Wasabi,6.151081692024851
2509,Slither,6.21152231244361
2510,Beverly Hills Cop,6.660919997047552
2511,Home Alone,7.010592795948988
2512,Three Men and a Baby,5.940697369813263
2513,Tootsie,6.610610238519623
2514,Top Gun,6.62610466449502
2515,"Crouching Tiger, Hidden Dragon",6.975955521918135
2516,American Beauty,7.78025939021107
2517,The King's Speech,7.481372720612277
2518,Twins,5.816070927542661
2520,The Color Purple,7.040593920539045
2522,The Imitation Game,7.924749969195849
2525,Diary of a Wimpy Kid,5.976542909269275
2526,Mama,6.0132398022425875
2527,National Lampoon's Vacation,6.732806692199803
2528,Bad Grandpa,6.023672477015162
2529,The Queen,6.509703868183024
2530,Beetlejuice,6.958940033632444
2533,The Woman in Black,6.098723328569655
2534,When a Stranger Calls,5.723380350832749
2536,The Deer Hunter,7.452820342966153
2537,Wag the Dog,6.417149141522521
2538,The Lizzie McGuire Movie,5.878952070813345
2539,Snitch,5.8500075138156395
2540,Krampus,5.955140801549295
2541,The Faculty,6.165144864468877
2543,Cop Land,6.406580739819891
2544,Not Another Teen Movie,5.708949424127437
2545,End of Watch,7.014704851579269
2547,The Theory of Everything,7.686819040177347
2550,Lawrence of Arabia,7.430442280358078
2551,Halloween II,5.564462781810503
2552,Wild,6.820118310682018
2553,The Last House on the Left,6.162459728102034
2556,The Princess Bride,7.394108260586212
2558,Drive,7.322388968805271
2561,28 Weeks Later,6.43307284669614
2565,Grosse Pointe Blank,6.527765326409554
2566,All About Steve,5.317283615979005
2568,The Craft,6.220585880437191
2569,Match Point,7.088179340648412
2570,Ramona and Beezus,6.096167325976818
2572,Boogie Nights,7.179107969416947
2575,The Hills Have Eyes 2,5.557782110015141
2579,Keanu,6.033018775104988
2582,The Place Beyond the Pines,6.711896354061903
2583,The November Man,6.024782970788184
2585,The Hurt Locker,7.074535092274155
2587,Killing Them Softly,5.870276680111435
2588,A Most Wanted Man,6.376495253181536
2594,One Day,6.824122272439301
2595,Whip It,6.458716750792015
2602,The Man with the Iron Fists,5.55355871242643
2605,Brazil,7.198138974880359
2607,The Big Lebowski,7.6730339501641485
2608,Black Snake Moan,6.350335390102244
2616,In Bruges,7.210634822223581
2620,Promised Land,6.045314469600152
2621,Whatever Works,6.515658660630551
2625,Kiss Kiss Bang Bang,6.967761210052519
2627,Mulholland Drive,7.3930258857878925
2629,You Will Meet a Tall Dark Stranger,5.941276371335129
2630,Never Let Me Go,6.628868638342461
2635,Funny Games,6.237385021113939
2638,Metropolis,7.497377036400081
2639,District B13,6.380200395586091
2645,Centurion,5.972721926680954
2647,The Midnight Meat Train,6.041257745654995
2654,Automata,5.727801454661738
2659,Groundhog Day,7.27880927305555
2660,Magic Mike XXL,6.248098104642797
2661,Romeo + Juliet,6.611224559645042
2664,Unforgiven,7.419703498864148
2666,Slumdog Millionaire,7.484278352863773
2667,Fatal Attraction,6.373118472374283
2668,Pretty Woman,6.892307075451223
2669,Crocodile Dundee II,5.7586622982692806
2671,Born on the Fourth of July,6.473270343601385
2672,Cool Runnings,6.570881978607263
2673,My Bloody Valentine,5.648614824848076
2675,The Spy Who Loved Me,6.43916484699309
2676,Urban Legend,5.820305364702614
2680,The Iron Lady,6.166745822137628
2688,A Perfect Getaway,6.156758219230159
2696,Jason X,5.211331400130937
2700,The Diving Bell and the Butterfly,6.806680147623307
2701,Little Children,6.500337508355521
2716,Flipped,6.929341985404093
2717,Brokeback Mountain,7.307090563538701
2718,Clueless,6.717110131472904
2720,Hot Tub Time Machine 2,5.43575605512542
2722,Seven Psychopaths,6.600874612400328
2724,Downfall,7.402956223639052
2726,Under the Skin,6.016200685466621
2727,"Good Morning, Vietnam",6.829943348311144
2730,Black Swan,7.23915548048636
2731,The Godfather: Part II,8.154788781547404
2732,Save the Last Dance,6.216797813405234
2733,A Nightmare on Elm Street 4: The Dream Master,5.9330626288156445
2735,"Dude, Where’s My Car?",5.481801500630205
2736,Young Guns,6.35793167640745
2737,St. Vincent,6.862685687844562
2739,10 Things I Hate About You,7.153388593217393
2742,The Shallows,6.185938022457754
2743,The Butterfly Effect,7.176322577982079
2749,Child's Play 2,5.926446255007132
2751,The Mist,6.612582813016446
2752,Ex Machina,7.528732967914093
2753,Being John Malkovich,7.087545147057539
2755,Earth to Echo,5.87554345994071
2757,Letters from Iwo Jima,6.864510717099062
2760,Room,7.942299571012324
2768,21 & Over,5.7948151404000745
2771,Admission,5.701781663207556
2773,Chloe,5.961610254391369
2776,The Perks of Being a Wallflower,7.582035690436739
2780,The Vatican Tapes,5.333598988428603
2781,Attack the Block,6.249545781476108
2783,The Call,6.520013616936241
2786,I Love You Phillip Morris,6.301978748602808
2790,True Romance,7.1637808094195865
2792,Glengarry Glen Ross,6.907097341342065
2797,Lars and the Real Girl,6.781667092028053
2798,The Boy in the Striped Pyjamas,7.475895798617362
2799,Dancer in the Dark,7.021013589001426
2803,Machete,6.264736690591244
2805,The Land Before Time,6.756183218821569
2808,The Exorcist,7.352303712709317
2809,Jaws,7.38086435594846
2810,American Pie,6.371418536732072
2812,The Golden Child,5.814583147437611
2813,Think Like a Man,6.532093636567582
2815,Star Trek II: The Wrath of Khan,6.988088259855904
2816,Ace Ventura: Pet Detective,6.361582749054101
2817,WarGames,6.71131301281309
2818,Witness,6.650262813883398
2819,Act of Valor,6.225092509921583
2820,Step Up,6.58969908607635
2822,Jackie Brown,7.137713159787806
2823,Harold & Kumar Escape from Guantanamo Bay,6.165382945995727
2824,Chronicle,6.54500475413312
2826,Time Bandits,6.353430405927423
2828,Project X,6.446726134779808
2829,Patton,6.791326732023069
2830,One Hour Photo,6.421881069356526
2831,Quarantine,5.742439575729744
2832,The Eye,5.769690535792389
2836,Frida,6.840712486195587
2838,The Fault in Our Stars,7.5112820021203985
2839,Rounders,6.618338748470138
2842,Stir of Echoes,6.330372241537828
2843,Philomena,7.0224328212148315
2846,Aquamarine,5.914624902285263
2847,Paper Towns,6.099153000215871
2849,Nebraska,7.047141580331656
2852,Young Adult,5.7930890091300045
2853,Crank,6.513896332228623
2859,Girl with a Pearl Earring,6.281797902726916
2860,Das Boot,7.399009807156689
2862,About Time,7.625656088822273
2863,House of Flying Daggers,6.748605810784677
2864,Arbitrage,6.096522337370269
2865,Project Almanac,6.338065339442528
2877,The Host,6.514974503198022
2881,The Great Beauty,7.002785671695155
2883,Stoker,6.41419902996318
2902,Triangle,6.675868142230074
2905,Snatch,7.579936547972314
2907,Pet Sematary,6.287321365216313
2911,Gremlins,6.796319124232045
2912,Star Wars,8.031208677134986
2913,Dirty Grandpa,5.756161070364945
2914,Doctor Zhivago,6.76236580180264
2915,Trash,6.603480747314197
2916,High School Musical 3: Senior Year,6.176004087565221
2917,The Fighter,7.048727667907538
2918,Jackass Number Two,6.264278267296197
2919,My Cousin Vinny,6.841454469255044
2920,If I Stay,7.122932199918199
2924,Phone Booth,6.589869172296741
2925,A Walk to Remember,7.235961944508278
2926,Dead Man Walking,6.803776777043483
2927,Cruel Intentions,6.487627416637356
2928,Saw VI,6.022633559528603
2935,Brooklyn,7.020207400876293
2936,Barry Lyndon,7.189405833066044
2941,Frailty,6.62506206760786
2942,Woman in Gold,6.87949676513907
2944,Army of Darkness,7.035470937995221
2946,What's Eating Gilbert Grape,7.213310499539752
2951,Inside Llewyn Davis,6.956464281074718
2958,Saw V,5.942805987174287
2960,LOL,5.940466233395048
2964,The Last Days on Mars,5.590428894727882
2966,2001: A Space Odyssey,7.768592736303395
2967,E.T. the Extra-Terrestrial,7.218995524106413
2974,The Bélier Family,6.786873443025847
2975,Good Will Hunting,7.760525382951042
2977,Saw III,6.098591360236503
2978,Stripes,6.301984124935688
2979,Bring It On,5.88550475276323
2980,The Purge: Election Year,6.098806175515167
2981,She's All That,5.841133715878826
2982,Saw IV,5.939683933628183
2983,White Noise,5.83318612191305
2985,The Color of Money,6.428441666290633
2988,The Grudge,5.862418469517157
2989,Happy Gilmore,6.403192238857448
2990,Jeepers Creepers,6.0980736298103375
2991,Bill & Ted's Excellent Adventure,6.492685510114475
2993,The Best Exotic Marigold Hotel,6.626455787419125
2995,Mad Max Beyond Thunderdome,5.945941318890004
2996,Commando,6.325957335177966
2997,The Boy,5.851354013813666
2998,Devil,5.865328559913295
3000,Insidious: Chapter 3,6.179195662125512
3003,Nick and Norah's Infinite Playlist,6.2821829258450705
3004,Dogma,6.642779127097233
3007,Road House,6.199713175500765
3012,The Outsiders,6.539088054123333
3013,Pete's Dragon,6.172276057405769
3014,The Dead Zone,6.552308271921013
3015,Sinister 2,5.599338623123619
3018,The Fourth Kind,5.901568515486497
3023,Rushmore,7.136838986244646
3024,Skyline,5.140916868556433
3025,The Second Best Exotic Marigold Hotel,6.203669263252214
3030,Tremors,6.491410661027182
3031,Wrong Turn,6.024896915481463
3034,Mud,6.836270388694453
3039,My Week with Marilyn,6.413822646597305
3042,The Gift,6.588754140552082
3045,Office Space,7.1608251490030135
3047,Big Eyes,6.683759829817521
3053,Movie 43,4.785329764020226
3055,Seeking a Friend for the End of the World,6.247765044351736
3057,American History X,8.047634671322323
3058,The Collection,5.986183810055101
3061,The Straight Story,7.001590233768711
3063,Bad Words,6.2728652310525
3064,"Run, Fatboy, Run",6.146427730378166
3068,Rescue Dawn,6.567531202222194
3075,Crash,7.011893292246295
3081,The Forest,5.244597827919286
3083,While We're Young,5.911100835710149
3088,The Iceman,6.279433860781454
3091,Killer Joe,6.354788358286171
3099,Shaolin Soccer,6.435620270618282
3139,Adventureland,6.325576457272503
3143,You Only Live Twice,6.374882919672157
3145,Amour,6.978992624360429
3149,Volver,6.857192381386698
3155,Melancholia,6.809518139704351
3158,Alien,7.809704636869049
3159,The Texas Chain Saw Massacre,6.884436747234997
3160,The Runaways,6.200123346562112
3162,Thunderball,6.379749456046264
3167,Child's Play,6.24014744665303
3168,Sicko,6.696085779721006
3169,The Purge: Anarchy,6.545482099803048
3171,Harold & Kumar Go to White Castle,6.471401203091458
3174,Trading Places,6.856588197809735
3189,The Wailing,6.6632171473585
3202,Crocodile Dundee,6.233821567030993
3206,Polisse,7.083000608593986
3207,Awake,6.222476692807734
3210,The Lost Boys,6.584812828549641
3211,Crazy Heart,6.473202979310162
3216,Election,6.417149141522521
3218,The DUFF,6.693166548791826
3224,All Is Lost,6.468278494998755
3232,Pulp Fiction,8.240108543976554
3234,Nightcrawler,7.502385762112636
3236,The Sound of Music,7.138656731691219
3237,Splash,6.096691216670633
3238,Little Miss Sunshine,7.327777364117059
3239,Stand by Me,7.571576731057982
3240,28 Days Later,6.982286439596855
3242,Escape from Alcatraz,6.872940096066424
3245,50/50,6.857393259671706
3247,That Awkward Moment,6.098515186819106
3251,On Her Majesty's Secret Service,6.361302918189396
3252,New Nightmare,6.262472084541583
3257,American Psycho,7.176645074519284
3260,The Boondock Saints II: All Saints Day,5.991049025138857
3262,Enough Said,6.395300714354841
3263,Easy A,6.64157886154146
3271,Anomalisa,6.692594115949385
3276,It's Kind of a Funny Story,6.690694946492694
3282,Begin Again,7.109375632282654
3296,Akira,7.401845552052453
3307,Driving Miss Daisy,6.6353167802886714
3309,Rumble in the Bronx,6.298232245197626
3311,Thank You for Smoking,6.836552076161148
3312,Hostel: Part II,5.768110925100105
3313,An Education,6.541708565945454
3328,Persepolis,7.148409221122442
3329,The Hole,5.841462038557145
3330,The Wave,7.192528175156945
3331,The Neon Demon,6.3355261287601365
3332,Harry Brown,6.454991966498923
3334,Juno,6.913941232944281
3336,Diamonds Are Forever,6.238020706178772
3337,The Godfather,8.31149809341855
3338,Flashdance,6.09657414612453
3339,(500) Days of Summer,7.117062859658768
3340,The Piano,6.6410083652497525
3341,Magic Mike,6.098557110955978
3343,Live and Let Die,6.3058077037355105
3345,"Definitely, Maybe",6.532936042653652
3347,"Good Night, and Good Luck.",6.4725596780883325
3348,Capote,6.531276763277662
3349,Desperado,6.650950104362789
3350,Logan's Run,6.363214913628715
3351,The Man with the Golden Gun,6.23565259086808
3353,The Descent,6.66585509392651
3357,The Devil's Rejects,6.385745631003362
3358,Dope,6.918855633335716
3360,House of 1000 Corpses,6.0400375535469
3362,A Serious Man,6.433788741600101
3366,A Single Man,6.893352888923886
3380,We Need to Talk About Kevin,7.063004732970255
3386,The Visitors,6.738412696899042
3399,The Boondock Saints,6.95714581760156
3404,Pale Rider,6.561029457754882
3406,Dazed and Confused,7.024279115487619
3407,High School Musical 2,6.098293429006375
3413,House at the End of the Street,5.746405463884648
3414,Incendies,7.304986437631474
3417,Elite Squad,7.256915177901046
3418,Annabelle,5.666016162368077
3420,Boyz n the Hood,6.886912047527334
3430,Shame,6.807802086908895
3431,Layer Cake,6.731310222252988
3433,The East,6.322519104571986
3439,The Terminator,7.234943918512234
3440,"Good bye, Lenin!",7.025652029803743
3442,The Return of the Living Dead,6.734582303722853
3443,Mallrats,6.534705448913673
3444,Grease,7.056641143429996
3445,Platoon,7.270250219770051
3446,Fahrenheit 9/11,6.5368042982102414
3447,Butch Cassidy and the Sundance Kid,7.052723521433755
3448,Mary Poppins,7.183258333193845
3450,West Side Story,6.658109481520629
3451,Caddyshack,6.40110052744812
3454,The Usual Suspects,7.964763633267089
3455,A Nightmare on Elm Street 5: The Dream Child,5.789917325976818
3456,National Lampoon’s Van Wilder,5.941317764381402
3457,The Wrestler,7.070170296735928
3460,Escape from New York,6.697612277685366
3466,Sliding Doors,6.337284068707763
3468,The Last King of Scotland,7.012434194790508
3470,Bernie,6.327315885529501
3474,The Words,6.2821829258450705
3477,The Guard,6.525964277543448
3479,The Virgin Suicides,6.8748672209780155
3482,Wish I Was Here,6.264785638259575
3490,The Wild Bunch,6.882713191232536
3511,Videodrome,6.756255901986753
3512,The Spanish Apartment,6.574172288361023
3520,Bend It Like Beckham,6.16883187757549
3524,[REC]²,6.30008331003988
3526,The Sting,7.404271081060529
3530,Don Jon,5.923693765198779
3531,High Plains Drifter,6.800897303058231
3532,Ghost World,6.741694881193453
3535,The Chorus,7.0652566576463505
3538,Do the Right Thing,6.927628684001656
3541,Irreversible,6.793609723763095
3548,Headhunters,6.726435830392543
3554,Insidious: Chapter 2,6.433720827433522
3555,Saw II,6.267133456573939
3556,10 Cloverfield Lane,6.738461086373982
3557,Jackass: The Movie,6.096828131842884
3558,Lights Out,6.264193780402399
3559,Paranormal Activity 3,5.949956102288576
3560,Ouija,5.130016680187909
3561,A Nightmare on Elm Street 3: Dream Warriors,6.337284068707763
3563,Paranormal Activity 4,5.46273222615147
3566,Freddy's Dead: The Final Nightmare,5.559882281003693
3567,Monster,6.7036948839845465
3569,Paranormal Activity: The Marked Ones,5.506520930510048
3570,The Elephant Man,7.454675384139279
3571,Dallas Buyers Club,7.763877063911846
3572,The Lazarus Effect,5.41508150874172
3573,Memento,7.989317456361452
3574,Oculus,6.26199246417811
3575,Clerks II,6.600095286680684
3576,Billy Elliot,7.087980016719667
3577,The Way Way Back,6.843402293032365
3583,Our Idiot Brother,5.975267194114787
3584,Race,6.767826530811883
3586,"As Above, So Below",6.098162154314558
3589,Still Alice,7.252920325966297
3593,My Big Fat Greek Wedding,6.172031254380654
3594,Spring Breakers,5.143706784137107
3596,Y Tu Mamá También,6.783927848125223
3597,Shaun of the Dead,7.37538994970579
3604,Apollo 18,5.434281415344962
3605,Sunshine Cleaning,6.304408809120148
3606,No Escape,6.5588540676569895
3609,Fifty Shades of Black,5.044099499061613
