,popularity,vote_average,title
1402,15.913783,5.1,Black Knight
1403,6.889633,6.9,The Bad News Bears
1404,19.286099,4.1,Street Fighter
1405,50.587541,8.0,The Pianist
1406,3.721272,6.4,The Nativity Story
1407,17.157738,5.5,House of Wax
1408,22.636908,6.7,Closer
1409,28.069419,6.0,J. Edgar
1410,19.774543,6.0,Mirrors
1411,11.644243,5.4,Queen of the Damned
1412,27.934978,5.9,Predator 2
1413,12.677505,5.9,Untraceable
1414,8.737058,6.3,Blast from the Past
1415,12.343507,6.1,Flash Gordon
1416,14.699342,5.8,Jersey Girl
1417,14.513243,5.1,Alex Cross
1418,5.525544,6.3,Midnight in the Garden of Good and Evil
1419,15.079993,5.6,Heist
1420,23.835055,6.0,Nanny McPhee and the Big Bang
1421,5.926966,6.1,Hoffa
1422,25.454549,5.5,The X Files: I Want to Believe
1423,22.71592,5.9,Ella Enchanted
1424,35.120736,7.0,Concussion
1425,19.893646,5.6,Abduction
1426,14.051852,5.2,Valiant
1427,9.011729,6.9,Wonder Boys
1428,19.088655,4.9,Superhero Movie
1429,29.490057,5.7,Broken City
1430,11.195593,5.1,Cursed
1431,17.709888,6.2,Premium Rush
1432,18.262017,5.4,Hot Pursuit
1433,10.10364,6.5,The Four Feathers
1434,28.670477,5.7,Parker
1435,16.736734,6.0,Wimbledon
1436,13.668633,4.6,Furry Vengeance
1437,9.780588,5.3,Bait
1438,9.904881,5.8,Krull
1439,9.789027,6.0,Lions for Lambs
1440,6.81729,5.7,Flight of the Intruder
1441,10.73522,6.6,Walk Hard: The Dewey Cox Story
1442,11.1399,6.4,The Shipping News
1443,6.727949,5.7,American Outlaws
1444,16.343317,7.0,The Young Victoria
1445,14.818718,5.3,Whiteout
1446,43.862456,6.5,The Tree of Life
1447,2.706207,4.7,Knock Off
1448,27.903999,5.5,Sabotage
1449,3.746806,4.8,The Order
1450,17.112498,5.6,Punisher: War Zone
1451,10.304172,4.9,Zoom
1452,37.335721,6.9,The Walk
1453,0.912395,4.7,Warriors of Virtue
1454,16.782471,6.5,A Good Year
1455,3.503408,6.6,Radio Flyer
1456,9.122828,7.7,Bound by Honor
1457,5.419181,6.6,Smilla's Sense of Snow
1458,9.07278,6.2,Femme Fatale
1459,2.864979,7.4,Lion of the Desert
1460,2.877488,6.7,The Horseman on the Roof
1461,5.516207,6.6,Ride with the Devil
1462,13.930763,7.0,Biutiful
1463,20.27704,5.8,Bandidas
1464,0.126738,0.0,Black Water Transit
1465,131.815575,7.0,The Maze Runner
1466,16.832312,5.0,Unfinished Business
1467,9.133747,7.0,The Age of Innocence
1468,24.606012,6.8,The Fountain
1469,3.276912,5.3,Chill Factor
1470,16.830184,5.1,Stolen
1471,39.58676,7.5,Ponyo
1472,41.946523,7.3,The Longest Ride
1473,20.697556,5.4,The Astronaut's Wife
1474,1.656695,5.3,I Dreamed of Africa
1475,17.932561,5.4,Playing for Keeps
1476,15.50957,6.5,Mandela: Long Walk to Freedom
1477,4.602185,7.1,Reds
1478,40.379966,7.1,A Few Good Men
1479,12.601306,5.3,Exit Wounds
1480,24.389194,5.6,Big Momma's House
1481,12.867326,6.3,Thunder and the House of Magic
1482,23.328823,4.8,The Darkest Hour
1483,29.775441,6.7,Step Up Revolution
1484,19.642328,5.1,Snakes on a Plane
1485,7.339908,4.9,The Watcher
1486,35.099611,6.1,The Punisher
1487,16.541791,6.6,Goal!: The Dream Begins
1488,31.92695,6.3,Safe
1489,9.060642,5.7,Pushing Tin
1490,46.509071,7.9,Return of the Jedi
1491,21.538222,5.8,Doomsday
1492,33.923786,7.2,The Reader
1493,20.908494,5.3,Wanderlust
1494,16.901954,6.4,Elf
1495,15.039407,6.2,Phenomenon
1496,13.655735,5.3,Snow Dogs
1497,21.620317,6.7,Scrooged
1498,14.642055,5.6,Nacho Libre
1499,17.107065,6.5,Bridesmaids
1500,38.21708,6.3,This Is the End
1501,14.993169,6.0,Stigmata
1502,24.147269,7.0,Men of Honor
1503,18.47242,6.0,Takers
1504,18.84332,5.7,The Big Wedding
1505,15.901137,5.3,"Big Mommas: Like Father, Like Son"
1506,59.19888,7.1,Source Code
1507,14.48851,6.7,Alive
1508,23.197408,6.3,The Number 23
1509,10.651202,6.7,The Young and Prodigious T.S. Spivet
1510,10.032626,5.6,1941
1511,6.048743,6.3,Dreamer: Inspired By a True Story
1512,34.628738,6.9,A History of Violence
1513,47.5612,6.2,Transporter 2
1514,16.473355,6.3,The Quick and the Dead
1515,6.201404,5.6,Laws of Attraction
1516,15.560918,6.6,Bringing Out the Dead
1517,25.799697,6.2,Repo Men
1518,4.822033,4.0,Dragon Wars: D-War
1519,3.379454,5.4,Bogus
1520,26.9385,5.3,The Incredible Burt Wonderstone
1521,4.098444,7.1,Cats Don't Dance
1522,4.901553,7.2,Cradle Will Rock
1523,5.347936,5.9,The Good German
1524,4.120549,5.0,George and the Dragon
1525,49.973462,8.0,Apocalypse Now
1526,13.611544,6.0,Going the Distance
1527,6.775294,6.9,Mr. Holland's Opus
1528,27.891012,5.7,Criminal
1529,13.864975,7.0,Out of Africa
1530,42.213765,6.5,Flight
1531,29.887404,5.9,Moonraker
1532,74.417456,8.0,The Grand Budapest Hotel
1533,7.06762,6.4,Hearts in Atlantis
1534,15.895661,6.2,Arachnophobia
1535,19.258041,7.0,Frequency
1536,47.753598,6.2,Vacation
1537,15.585138,6.4,Get Shorty
1538,32.217425,6.9,Chicago
1539,34.86859,6.1,Big Daddy
1540,36.432598,6.0,American Pie 2
1541,73.640445,7.7,Toy Story
1542,49.526736,6.8,Speed
1543,26.780961,7.0,The Vow
1544,6.487344,6.0,Extraordinary Measures
1545,25.996219,7.4,Remember the Titans
1546,46.212155,7.2,The Hunt for Red October
1547,32.105328,7.2,The Butler
1548,41.156217,6.2,DodgeBall: A True Underdog Story
1549,37.179547,6.7,The Addams Family
1550,34.391792,6.1,Ace Ventura: When Nature Calls
1551,40.176265,6.5,The Princess Diaries
1552,10.704596,6.5,The First Wives Club
1553,79.579532,8.1,Se7en
1554,63.13678,7.3,District 9
1555,27.870755,6.7,The SpongeBob SquarePants Movie
1556,31.242999,7.6,Mystic River
1557,70.456012,7.7,Million Dollar Baby
1558,29.415229,6.4,Analyze This
1559,55.109138,7.7,The Notebook
1560,30.695228,6.1,27 Dresses
1561,13.788422,6.0,Hannah Montana: The Movie
1562,4.590277,6.0,Rugrats in Paris: The Movie
1563,3.845231,5.9,The Prince of Tides
1564,26.952727,7.2,Legends of the Fall
1565,33.704181,6.7,Up in the Air
1566,19.925026,6.7,About Schmidt
1567,43.742241,6.4,Warm Bodies
1568,46.377628,6.6,Looper
1569,9.166658,4.9,Down to Earth
1570,34.36645,6.0,Babe
1571,12.967137,5.8,Hope Springs
1572,50.670253,6.4,Forgetting Sarah Marshall
1573,24.694551,6.7,Four Brothers
1574,11.409124,5.8,Baby Mama
1575,7.922716,5.8,Hope Floats
1576,33.385429,5.9,Bride Wars
1577,8.584398,5.3,Without a Paddle
1578,41.569541,6.3,13 Going on 30
1579,43.753585,7.4,Midnight in Paris
1580,18.568021,5.5,The Nut Job
1581,28.350529,7.4,Blow
1582,10.81051,5.8,Message in a Bottle
1583,19.578249,5.6,Star Trek V: The Final Frontier
1584,5.73667,5.7,Like Mike
1585,28.624038,6.3,The Naked Gun 33⅓: The Final Insult
1586,27.230493,6.0,A View to a Kill
1587,30.380747,6.8,The Curse of the Were-Rabbit
1588,29.489274,6.9,P.S. I Love You
1589,8.058109,5.1,Racing Stripes
1590,33.369305,7.4,Atonement
1591,16.52083,6.6,Letters to Juliet
1592,11.19602,6.2,Black Rain
1593,14.585968,4.9,The Three Stooges
1594,43.571612,7.2,Corpse Bride
1595,8.305085,7.2,Glory Road
1596,55.424027,7.2,Sicario
1597,65.364452,7.3,Southpaw
1598,45.083509,6.2,Drag Me to Hell
1599,82.052056,7.4,The Age of Adaline
1600,15.011624,6.9,Secondhand Lions
1601,25.060342,6.6,Step Up 3D
1602,11.42943,5.6,Blue Crush
1603,32.26789,7.1,Stranger Than Fiction
1604,33.394082,6.2,30 Days of Night
1605,73.987775,6.5,The Cabin in the Woods
1606,10.608998,3.7,Meet the Spartans
1607,12.821329,7.2,Midnight Run
1608,30.131498,6.4,The Running Man
1609,12.113235,6.6,Little Shop of Horrors
1610,31.191975,6.5,Hanna
1611,11.916389,3.8,Mortal Kombat: Annihilation
1612,20.355458,5.7,Larry Crowne
1613,63.848541,5.8,Carrie
1614,8.999675,6.6,Take the Lead
1615,9.278361,6.5,Gridiron Gang
1616,7.185212,5.1,What's the Worst That Could Happen?
1617,55.806402,6.6,9
1618,48.237797,6.4,Side Effects
1619,17.943945,5.9,The Prince & Me
1620,19.143721,6.8,Winnie the Pooh
1621,15.67747,4.1,Dumb and Dumberer: When Harry Met Lloyd
1622,4.52363,6.3,Bulworth
1623,13.064264,6.4,Get on Up
1624,2.644427,6.2,One True Thing
1625,5.301589,5.4,Virtuosity
1626,20.252143,4.8,My Super Ex-Girlfriend
1627,29.359201,5.9,Deliver Us from Evil
1628,20.063165,5.8,Sanctum
1629,6.246199,5.2,Little Black Book
1630,27.71063,5.7,The Five-Year Engagement
1631,2.850896,5.0,Mr. 3000
1632,34.421696,6.9,The Next Three Days
1633,15.89534,4.8,Ultraviolet
1634,18.706504,6.0,Assault on Precinct 13
1635,9.607391,6.0,The Replacement Killers
1636,2.77255,5.2,Fled
1637,17.834976,5.4,Eight Legged Freaks
1638,20.236951,6.6,Love & Other Drugs
1639,16.883429,5.7,88 Minutes
1640,12.779201,6.8,North Country
1641,14.729386,5.5,The Whole Ten Yards
1642,23.227877,5.5,Splice
1643,11.374306,5.1,Howard the Duck
1644,10.703602,6.3,Pride and Glory
1645,10.756266,5.1,The Cave
1646,4.352422,5.0,Alex & Emma
1647,9.301562,6.7,Wicker Park
1648,18.27083,6.0,Fright Night
1649,19.106154,6.4,The New World
1650,5.259585,4.0,Wing Commander
1651,3.226243,5.4,In Dreams
1652,21.677732,2.9,Dragonball Evolution
1653,43.882857,5.7,The Last Stand
1654,12.10235,4.7,Godsend
1655,3.362045,6.1,Chasing Liberty
1656,10.694417,4.8,Hoodwinked Too! Hood VS. Evil
1657,6.353971,6.7,An Unfinished Life
1658,37.181019,6.3,The Imaginarium of Doctor Parnassus
1659,4.952735,7.2,Barney's Version
1660,22.975918,5.5,Runner Runner
1661,8.359599,5.8,Antitrust
1662,16.102271,7.4,Glory
1663,49.336397,8.2,Once Upon a Time in America
1664,29.647844,5.9,Dead Man Down
1665,12.467267,6.7,The Merchant of Venice
1666,2.774811,6.0,The Good Thief
1667,3.71305,5.4,Supercross
1668,8.386432,6.3,Miss Potter
1669,3.866026,5.0,The Promise
1670,12.790408,5.0,DOA: Dead or Alive
1671,35.53352,7.0,The Assassination of Jesse James by the Coward Robert Ford
1672,4.065212,5.0,1911
1673,20.362025,5.9,Little Nicholas
1674,48.0343,5.4,Wild Card
1675,13.268936,6.4,Machine Gun Preacher
1676,8.010046,5.5,Animals United
1677,12.257654,7.0,Goodbye Bafana
1678,6.036684,3.0,United Passions
1679,10.958697,5.8,Grace of Monaco
1680,2.625594,6.4,Savva. Heart of the Warrior
1681,2.981047,6.6,Ripley's Game
1682,66.242737,5.6,Sausage Party
1683,71.496894,6.8,Pitch Perfect 2
1684,35.580032,7.3,Walk the Line
1685,8.085872,5.9,Keeping the Faith
1686,10.364582,5.8,The Borrowers
1687,16.87784,7.2,Frost/Nixon
1688,18.165957,6.6,Confessions of a Dangerous Mind
1689,8.93941,5.0,Serving Sara
1690,20.55509,5.5,The Boss
1691,3.735723,6.9,Cry Freedom
1692,4.310168,6.3,Mumford
1693,12.653831,4.9,Seed of Chucky
1694,24.240361,6.8,The Jacket
1695,92.982009,7.4,Aladdin
1696,61.76233,7.7,Straight Outta Compton
1697,66.976776,7.1,Indiana Jones and the Temple of Doom
1698,7.981116,5.7,The Rugrats Movie
1699,21.252797,6.1,Along Came a Spider
1700,19.237254,6.6,Florence Foster Jenkins
1701,27.555646,6.2,Once Upon a Time in Mexico
1702,66.169628,7.5,Die Hard
1703,24.917665,6.4,Role Models
1704,57.518472,7.3,The Big Short
1705,11.870161,6.2,Taking Woodstock
1706,7.534003,7.0,Miracle
1707,44.529429,6.8,Dawn of the Dead
1708,14.949395,5.5,The Wedding Planner
1709,14.726338,6.5,Space Pirate Captain Harlock
1710,24.13081,7.4,The Royal Tenenbaums
1711,45.915165,7.1,Identity
1712,28.043508,6.4,Last Vegas
1713,26.090746,6.3,For Your Eyes Only
1714,14.530803,6.6,Serendipity
1715,13.308127,5.5,Timecop
1716,38.0958,6.1,Zoolander
1717,37.729059,6.9,Safe Haven
1718,18.650748,6.4,Hocus Pocus
1719,15.794946,6.1,No Reservations
1720,45.054936,7.1,Kick-Ass
1721,25.039383,5.6,30 Minutes or Less
1722,6.756771,4.6,Dracula 2000
1723,22.14595,6.1,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
1724,36.58383,7.7,Pride & Prejudice
1725,94.056131,7.9,Blade Runner
1726,10.703456,6.5,Rob Roy
1727,41.638961,6.0,3 Days to Kill
1728,14.518708,6.5,We Own the Night
1729,3.312385,4.5,Lost Souls
1730,3.75074,7.0,Winged Migration
1731,22.074306,5.8,Just My Luck
1732,4.436792,6.0,"Mystery, Alaska"
1733,14.639324,5.5,The Spy Next Door
1734,1.767479,5.5,A Simple Wish
1735,13.145205,4.8,Ghosts of Mars
1736,12.921594,5.8,Our Brand Is Crisis
1737,28.397048,5.5,Pride and Prejudice and Zombies
1738,7.039189,6.8,Kundun
1739,16.785866,6.2,How to Lose Friends & Alienate People
1740,40.28635,6.3,Kick-Ass 2
1741,6.009644,5.6,Alatriste
1742,25.520976,5.7,Brick Mansions
1743,25.633663,6.2,Octopussy
1744,22.527211,6.2,Knocked Up
1745,24.09152,7.1,My Sister's Keeper
1746,6.248273,5.7,Welcome Home Roscoe Jenkins
1747,9.548391,6.9,A Passage to India
1748,12.576381,6.9,Notes on a Scandal
1749,12.741073,6.2,Rendition
1750,16.188572,6.7,Star Trek VI: The Undiscovered Country
1751,5.576937,5.6,Divine Secrets of the Ya-Ya Sisterhood
1752,18.913,6.2,Kiss the Girls
1753,44.714264,7.5,The Blues Brothers
1754,11.870301,6.0,The Sisterhood of the Traveling Pants 2
1755,5.753705,6.7,Joyful Noise
1756,28.227984,6.6,About a Boy
1757,11.678561,5.5,Lake Placid
1758,36.921445,7.4,Lucky Number Slevin
1759,17.567332,7.3,The Right Stuff
1760,16.698316,6.3,Anonymous
1761,47.862016,7.0,The NeverEnding Story
1762,39.324831,7.2,Dark City
1763,18.591657,6.7,The Duchess
1764,5.650125,6.7,Return to Oz
1765,3.123583,5.9,The Newton Boys
1766,23.917982,6.1,Case 39
1767,8.715822,5.5,Suspect Zero
1768,5.737161,6.8,Martian Child
1769,14.788073,4.4,Spy Kids: All the Time in the World
1770,38.279458,6.5,Money Monster
1771,9.670031,5.9,The 51st State
1772,5.271559,5.9,Flawless
1773,17.193659,6.3,Mindhunters
1774,8.31653,5.2,What Just Happened
1775,2.653988,5.9,The Statement
1776,0.548435,6.9,The Magic Flute
1777,31.250383,5.2,Paul Blart: Mall Cop
1778,24.345651,6.0,Freaky Friday
1779,38.473732,6.2,The 40 Year Old Virgin
1780,31.792964,6.8,Shakespeare in Love
1781,61.309619,6.2,A Walk Among the Tombstones
1782,5.411154,5.8,Kindergarten Cop
1783,41.832392,6.6,Pineapple Express
1784,21.988861,6.8,Ever After: A Cinderella Story
1785,19.068175,7.0,Open Range
1786,24.114459,6.3,Flatliners
1787,20.256571,6.9,A Bridge Too Far
1788,8.802626,6.2,Red Eye
1789,37.355826,5.9,Final Destination 2
1790,39.742009,7.3,"O Brother, Where Art Thou?"
1791,30.981604,5.2,Legion
1792,31.893932,6.1,Pain & Gain
1793,15.376391,5.9,In Good Company
1794,5.894163,4.9,Clockstoppers
1795,10.981038,7.1,Silverado
1796,22.07638,6.8,Brothers
1797,10.925618,5.2,Agent Cody Banks 2: Destination London
1798,21.219292,5.7,New Year's Eve
1799,14.831402,5.8,Original Sin
1800,22.520842,6.1,The Raven
1801,3.314094,4.8,Welcome to Mooseport
1802,7.964451,4.5,Highlander: The Final Dimension
1803,1.492056,5.5,Blood and Wine
1804,4.810621,6.0,Snow White: A Tale of Terror
1805,9.317265,6.5,The Curse of the Jade Scorpion
1806,5.644844,3.9,Accidental Love
1807,4.475007,5.3,Flipper
1808,66.097437,6.3,Self/less
1809,20.679652,6.8,The Constant Gardener
1810,38.171417,6.9,The Passion of the Christ
1811,30.884535,7.0,Mrs. Doubtfire
1812,49.510658,7.6,Rain Man
1813,50.7453,7.8,Gran Torino
1814,10.445391,6.1,W.
1815,80.879032,7.2,Taken
1816,33.93914,7.2,The Best of Me
1817,26.576385,6.1,The Bodyguard
1818,104.469351,8.3,Schindler's List
1819,42.191509,7.8,The Help
1820,20.267062,5.7,The Fifth Estate
1821,22.644275,5.4,Scooby-Doo 2: Monsters Unleashed
1822,7.182761,4.9,Forbidden Kingdom
1823,26.69592,5.8,Freddy vs. Jason
1824,7.336256,4.7,The Face of an Angel
1825,12.739721,5.6,Jimmy Neutron: Boy Genius
1826,46.942396,6.4,Cloverfield
1827,15.505137,5.8,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1828,38.272889,7.6,The Untouchables
1829,53.645267,7.7,No Country for Old Men
1830,28.468,6.1,Ride Along
1831,35.310712,6.5,Bridget Jones's Diary
1832,28.727731,6.8,Chocolat
1833,4.340616,5.1,"Legally Blonde 2: Red, White & Blonde"
1834,14.604911,5.7,Parental Guidance
1835,38.688822,6.1,No Strings Attached
1836,30.537845,7.4,Tombstone
1837,19.750059,6.0,Romeo Must Die
1838,25.939385,7.2,The Omen
1839,31.64341,5.8,Final Destination 3
1840,26.811541,6.8,The Lucky One
1841,40.646102,7.0,Bridge to Terabithia
1842,34.160448,7.2,Finding Neverland
1843,5.377155,7.0,A Madea Christmas
1844,48.552871,6.4,The Grey
1845,18.228538,6.1,Hide and Seek
1846,29.342744,6.7,Anchorman: The Legend of Ron Burgundy
1847,63.654244,8.2,GoodFellas
1848,11.859396,5.0,Agent Cody Banks
1849,24.356483,6.4,Nanny McPhee
1850,70.105981,8.0,Scarface
1851,8.618208,6.3,Nothing to Lose
1852,21.189028,7.4,The Last Emperor
1853,31.364901,6.1,Contraband
1854,7.615653,5.9,Money Talks
1855,37.817905,7.9,There Will Be Blood
1856,5.784661,5.8,The Wild Thornberrys Movie
1857,8.255708,5.6,Rugrats Go Wild
1858,6.086083,5.5,Undercover Brother
1859,17.17372,6.3,The Sisterhood of the Traveling Pants
1860,16.936576,6.4,Kiss of the Dragon
1861,25.838073,5.6,The House Bunny
1862,5.625632,5.4,Beauty Shop
1863,17.312433,6.6,Million Dollar Arm
1864,53.811461,6.4,The Giver
1865,7.057765,5.8,What a Girl Wants
1866,19.045146,5.5,Jeepers Creepers 2
1867,21.729434,5.5,Good Luck Chuck
1868,12.837116,5.8,Cradle 2 the Grave
1869,20.953265,7.0,The Hours
1870,10.81439,6.4,She's the Man
1871,27.683874,6.1,Mr. Bean's Holiday
1872,9.855474,4.9,Anacondas: The Hunt for the Blood Orchid
1873,12.756344,6.0,Blood Ties
1874,29.533437,7.1,August Rush
1875,14.179538,7.1,Elizabeth
1876,14.340095,5.5,Bride of Chucky
1877,9.795985,6.9,Tora! Tora! Tora!
1878,6.889437,4.7,Spice World
1879,19.428994,5.4,The Sitter
1880,7.326034,4.7,Dance Flick
1881,136.747729,8.5,The Shawshank Redemption
1882,6.081772,4.7,Crocodile Dundee in Los Angeles
1883,17.329269,6.7,Kingpin
1884,22.622453,5.7,The Gambler
1885,20.561682,6.9,August: Osage County
1886,13.288177,5.9,Ice Princess
1887,19.212552,6.5,A Lot Like Love
1888,29.365851,7.2,Eddie the Eagle
1889,10.232599,6.7,He Got Game
1890,8.870614,6.2,Don Juan DeMarco
1891,19.402816,6.6,Dear John
1892,24.903418,6.2,The Losers
1893,14.562197,5.4,Don't Be Afraid of the Dark
1894,18.896239,6.0,War
1895,15.960916,6.9,Punch-Drunk Love
1896,25.848003,6.5,EuroTrip
1897,6.337063,4.6,Half Past Dead
1898,10.006282,5.4,Unaccompanied Minors
1899,2.753501,4.7,"Bright Lights, Big City"
1900,6.718497,5.0,The Adventures of Pinocchio
1901,7.538513,6.9,The Greatest Game Ever Played
1902,21.606001,5.4,The Box
1903,13.715715,5.6,The Ruins
1904,3.707511,4.3,The Next Best Thing
1905,7.001176,5.2,My Soul to Take
1906,39.784026,6.3,The Girl Next Door
1907,10.115011,5.2,Maximum Risk
1908,7.321181,4.4,Stealing Harvard
1909,32.854557,6.7,Legend
1910,6.309587,6.3,Hot Rod
1911,8.363702,4.9,Shark Night
1912,4.88794,7.0,Angela's Ashes
1913,14.17009,6.5,Draft Day
1914,12.18362,6.2,Lifeforce
1915,9.169271,6.2,The Conspirator
1916,8.127728,7.0,Lords of Dogtown
1917,10.699952,6.0,The 33
1918,29.796394,7.1,Big Trouble in Little China
1919,11.60921,5.6,Fly Me to the Moon
1920,51.915025,7.7,Warrior
1921,8.314624,6.7,Michael Collins
1922,5.529035,6.6,Gettysburg
1923,4.002579,6.1,Stop-Loss
1924,3.888776,4.6,Abandon
1925,7.296459,6.2,Brokedown Palace
1926,21.680424,5.8,The Possession
1927,7.946769,5.3,Mrs. Winterbourne
1928,7.473455,5.5,Straw Dogs
1929,5.073536,6.4,The Hoax
1930,3.623002,5.7,Stone Cold
1931,41.075532,6.8,The Road
1932,4.020194,5.0,Sheena
1933,2.083856,5.5,Underclassman
1934,2.909346,4.8,Say It Isn't So
1935,8.450513,7.3,The World's Fastest Indian
1936,8.186936,5.5,Tank Girl
1937,5.079017,5.1,King's Ransom
1938,17.603823,6.4,Blindness
1939,7.008216,3.5,BloodRayne
1940,20.011435,7.0,Carnage
1941,4.051221,5.9,Where the Truth Lies
1942,5.987486,6.1,Cirque du Soleil: Worlds Away
1943,3.849873,6.2,Without Limits
1944,3.593165,6.6,Me and Orson Welles
1945,30.058263,7.7,The Best Offer
1946,17.339852,6.0,The Bad Lieutenant: Port of Call - New Orleans
1947,15.805449,5.6,A Turtle's Tale: Sammy's Adventures
1948,15.279021,7.1,Little White Lies
1949,5.000126,6.0,Love Ranch
1950,1.684948,3.8,The True Story of Puss 'n Boots
1951,5.753564,6.3,Space Dogs
1952,35.022029,5.0,The Counselor
1953,12.31708,6.2,Ironclad
1954,1.894749,7.0,Waterloo
1955,6.895866,6.5,Kung Fu Jungle
1956,3.344158,4.1,Red Sky
1957,14.480628,7.0,Dangerous Liaisons
1958,14.613152,5.5,On the Road
1959,22.258428,6.9,Star Trek IV: The Voyage Home
1960,30.445257,6.5,Rocky Balboa
1961,35.244037,6.1,Scream 2
1962,15.333575,5.4,Jane Got a Gun
1963,15.237142,6.4,Think Like a Man Too
1964,23.441135,6.2,The Whole Nine Yards
1965,25.03414,6.4,Footloose
1966,24.70166,6.6,Old School
1967,16.146572,7.2,The Fisher King
1968,20.793026,5.1,I Still Know What You Did Last Summer
1969,5.771479,6.1,Return to Me
1970,27.326466,6.1,Zack and Miri Make a Porno
1971,3.572339,5.9,Nurse Betty
1972,20.69219,5.9,The Men Who Stare at Goats
1973,1.903405,5.5,Double Take
1974,10.713521,7.6,"Girl, Interrupted"
1975,7.701041,5.5,Win a Date with Tad Hamilton!
1976,6.589193,5.8,Muppets from Space
1977,2.753313,5.9,The Wiz
1978,3.113009,4.7,Ready to Rumble
1979,5.566203,5.7,Play It to the Bone
1980,8.630825,5.0,I Don't Know How She Does It
1981,23.343839,5.3,Piranha 3D
1982,6.138213,6.5,Beyond the Sea
1983,2.353441,4.1,Meet the Deedles
1984,2.439184,6.8,The Thief and the Cobbler
1985,0.515677,5.4,The Bridge of San Luis Rey
1986,26.324874,6.1,Faster
1987,49.549984,8.2,Howl's Moving Castle
1988,57.300674,7.2,Zombieland
1989,23.839127,5.9,The Waterboy
1990,78.51783,8.2,The Empire Strikes Back
1991,33.872182,6.5,Bad Boys
1992,27.33256,6.6,The Naked Gun 2½: The Smell of Fear
1993,38.799596,6.4,Final Destination
1994,20.317469,6.5,The Ides of March
1995,18.493202,6.7,Pitch Black
1996,7.901891,6.0,Someone Like You...
1997,53.682367,7.9,Her
1998,11.183197,6.3,Joy Ride
1999,8.842722,5.1,The Adventurer: The Curse of the Midas Box
2000,8.976738,5.9,Anywhere But Here
2001,2.634119,6.4,The Crew
2002,26.257951,5.6,Haywire
2003,12.777008,3.5,Jaws: The Revenge
2004,6.130231,6.6,Marvin's Room
2005,4.030724,6.5,The Longshots
2006,6.921263,6.6,The End of the Affair
2007,12.869436,6.1,Harley Davidson and the Marlboro Man
2008,15.676123,6.6,In the Valley of Elah
2009,8.426589,6.6,Coco Before Chanel
2010,11.071522,5.8,Forsaken
2011,5.494047,5.9,Cheri
2012,6.618149,5.5,Vanity Fair
2013,7.876883,6.5,Bodyguards and Assassins
2014,35.169779,6.5,1408
2015,39.890798,6.7,Spaceballs
2016,22.096286,6.8,The Water Diviner
2017,41.967005,6.9,Ghost
2018,57.110486,6.5,There's Something About Mary
2019,16.234053,6.3,The Santa Clause
2020,11.263361,6.5,The Rookie
2021,20.699212,6.0,The Game Plan
2022,17.606087,7.3,The Bridges of Madison County
2023,13.786075,4.6,The Animal
2024,35.227212,7.4,Gandhi
2025,27.898438,7.3,The Hundred-Foot Journey
2026,23.218144,5.6,The Net
2027,26.071644,7.2,I Am Sam
2028,9.175762,5.9,Son of God
2029,81.829237,6.6,Underworld
2030,17.7091,6.1,Derailed
2031,17.772518,6.0,The Informant!
2032,5.609755,6.8,Shadowlands
2033,10.259461,4.7,Deuce Bigalow: European Gigolo
2034,30.114383,6.2,Delivery Man
2035,10.547959,6.0,Our Kind of Traitor
2036,12.887673,5.4,Saving Silverman
2037,13.410919,6.0,Diary of a Wimpy Kid: Dog Days
2038,3.70789,6.3,Summer of Sam
2039,21.865021,6.4,Jay and Silent Bob Strike Back
2040,9.448517,5.4,The Glass House
2041,39.006187,5.7,"Hail, Caesar!"
2042,6.404571,5.3,Josie and the Pussycats
2043,35.737655,6.4,Homefront
2044,4.365196,6.1,The Little Vampire
2045,14.925633,6.2,I Heart Huckabees
2046,14.725467,4.2,RoboCop 3
2047,0.809588,3.6,Megiddo: The Omega Code 2
2048,0.816883,4.9,Darling Lili
2049,8.792054,3.8,Dudley Do-Right
2050,25.002715,5.2,The Transporter Refueled
2051,7.588597,5.9,The Libertine
2052,13.906611,7.2,Black Book
2053,13.960945,7.2,Joyeux Noël
2054,16.668854,5.5,Hit & Run
2055,6.847133,5.9,Mad Money
2056,48.784734,6.2,Before I Go to Sleep
2057,9.088209,7.4,Sorcerer
2058,12.445176,5.2,Stone
2059,4.61335,6.7,Moliere
2060,29.230298,6.5,Out of the Furnace
2061,18.961323,6.5,Michael Clayton
2062,2.809378,6.3,My Fellow Americans
2063,12.819447,7.0,Arlington Road
2064,14.866351,6.0,Underdogs
2065,15.013386,5.6,To Rome with Love
2066,8.700565,5.5,Firefox
2067,27.197799,7.1,"South Park: Bigger, Longer & Uncut"
2068,20.410354,6.9,Death at a Funeral
2069,10.207065,5.1,Teenage Mutant Ninja Turtles III
2070,5.683281,6.3,Hardball
2071,63.599973,6.9,Silver Linings Playbook
2072,17.746981,7.5,Freedom Writers
2073,1.934524,7.0,For Colored Girls
2074,34.433521,6.6,The Transporter
2075,26.21425,6.4,Never Back Down
2076,4.781538,5.1,The Rage: Carrie 2
2077,10.13559,6.7,Away We Go
2078,5.815881,5.8,Swing Vote
2079,8.982335,6.5,Moonlight Mile
2080,33.649652,6.6,Tinker Tailor Soldier Spy
2081,2.636193,5.5,Molly
