,title,metadonnees,popularity
2821,Beavis and Butt-Head Do America,washingtond.c. casino hotel mikejudge brucewillis demimoore mikejudge animation comedy,12.60629
2822,Jackie Brown,airport underworld armsdeal pamgrier samuell.jackson robertforster quentintarantino comedy crime romance,40.631671
2823,Harold & Kumar Escape from Guantanamo Bay,terrorist aftercreditsstinger duringcreditsstinger johncho kalpenn neilpatrickharris jonhurwitz comedy adventure,26.219598
2824,Chronicle,seattle telekinesis friendship danedehaan alexrussell michaelb.jordan joshtrank sciencefiction drama thriller,64.504747
2825,Yentl,studies music disguise barbrastreisand mandypatinkin amyirving barbrastreisand music drama romance,3.389249
2826,Time Bandits,treasure map magic seanconnery johncleese shelleyduvall terrygilliam family fantasy sciencefiction,14.779537
2827,Crossroads,dancing women sex britneyspears zoesaldana tarynmanning tamradavis action adventure comedy,6.703319
2828,Project X,vandalism highschool swimmingpool olivercooper jonathandanielbrown thomasmann nimanourizadeh comedy crime,49.070321
2829,Patton,general worldwarii normandy georgec.scott karlmalden stephenyoung franklinj.schaffner drama history war,21.933822
2830,One Hour Photo,sexualabuse hotelroom cheating robinwilliams connienielsen michaelvartan markromanek horror thriller,20.624896
2831,Quarantine,quarantine remake tvreporter jennifercarpenter steveharris jayhernandez johnerickdowdle horror sciencefiction thriller,8.083995
2832,The Eye,sistersisterrelationship blindnessandimpairedvision eyeoperation jessicaalba alessandronivola parkerposey davidmoreau drama horror thriller,11.135734
2833,Johnson Family Vacation, cedrictheentertainer vanessawilliams steveharvey christophererskin comedy family,4.623609
2834,How High,carpet pimp harvarduniversity methodman redman obbababatundé jessedylan comedy,11.510281
2835,The Muppet Christmas Carol,holiday future musical michaelcaine donausten meredithbraun brianhenson comedy family fantasy,15.085981
2836,Frida,painter loveofone'slife disabled salmahayek alfredmolina míamaestro julietaymor drama romance,18.422327
2837,Katy Perry: Part of Me,womandirector katyperry russellbrand shannonwoodward dancutforth documentary music,8.410688
2838,The Fault in Our Stars,amsterdam basedonnovel supportgroup shailenewoodley anselelgort natwolff joshboone romance drama,74.358971
2839,Rounders,gambling law compulsivegambling mattdamon johnturturro gretchenmol johndahl drama crime,18.422008
2840,Top Five,comedian interview reporter chrisrock rosariodawson j.b.smoove chrisrock drama comedy,15.896312
2841,Prophecy,monster mutant toxic taliashire robertfoxworth armandassante johnfrankenheimer horror sciencefiction,8.61659
2842,Stir of Echoes,secret obsession paranoia kevinbacon kathrynerbe illeanadouglas davidkoepp horror mystery thriller,6.044161
2843,Philomena,mother washingtond.c. journalist judidench stevecoogan sophiekennedyclark stephenfrears drama,29.019504
2844,The Upside of Anger,sex lie college joanallen kevincostner erikachristensen mikebinder comedy drama,6.2464
2845,The Boys from Brazil,paraguay mengele nazihunter gregorypeck laurenceolivier jamesmason franklinj.schaffner horror drama thriller,5.315213
2846,Aquamarine,femalefriendship mermaid teenager emmaroberts joanna'jojo'levesque sarapaxton elizabethallenrosenbaum fantasy romance family,16.931846
2847,Paper Towns,friendship highschool teenager natwolff caradelevingne justicesmith jakeschreier drama mystery romance,64.610671
2848,My Baby's Daddy,birth expectantmother fatherhood eddiegriffin anthonyanderson michaelimperioli cheryldunye comedy,4.480167
2849,Nebraska,montana smalltown dementia brucedern willforte bobodenkirk alexanderpayne drama adventure,29.223881
2850,Tales from the Crypt: Demon Knight,prostitute key jesuschrist billyzane williamsadler jadapinkettsmith ernestr.dickerson horror comedy thriller,7.710797
2851,Max Keeble's Big Move, alexd.linz zenagrey noradunn timhill comedy family fantasy,1.081822
2852,Young Adult,jealousy darkcomedy writer charlizetheron pattonoswalt patrickwilson jasonreitman comedy drama,16.183746
2853,Crank,poison helicopter assassin jasonstatham amysmart josepablocantillo briantaylor action thriller crime,47.992817
2854,Def Jam's How to Be a Player,sex party friends billbellamy larkvoorhies berniemac lionelc.martin comedy romance,1.20245
2855,Living Out Loud,femaleprotagonist relationship divorce hollyhunter dannydevito queenlatifah richardlagravenese comedy drama romance,0.700792
2856,Just Wright,womandirector queenlatifah common paulapatton sanaahamri comedy drama romance,10.409253
2857,Rachel Getting Married,sister independentfilm maidofhonor annehathaway rosemariedewitt sebastianstan jonathandemme drama,14.345428
2858,The Postman Always Rings Twice,sex adultery confession jacknicholson jessicalange johncolicos bobrafelson romance crime drama,6.803763
2859,Girl with a Pearl Earring,painter biography painting scarlettjohansson colinfirth cillianmurphy peterwebber drama romance,19.944479
2860,Das Boot,terror submarine basedonnovel jürgenprochnow herbertgrönemeyer klauswennemann wolfgangpetersen action drama history,26.967494
2861,Sorority Boys,sorority crossdressing university barrywatson michaelrosenbaum harlandwilliams wallacewolodarsky comedy,3.444542
2862,About Time,londonengland fathersonrelationship timetravel domhnallgleeson rachelmcadams billnighy richardcurtis comedy drama sciencefiction,74.817641
2863,House of Flying Daggers,martialarts swordplay government takeshikaneshiro andylau zhangziyi zhangyimou adventure drama action,21.064082
2864,Arbitrage,cover-up hedgefund richardgere susansarandon timroth nicholasjarecki drama thriller,16.40512
2865,Project Almanac,timetravel timemachine teenager jonnyweston virginiagardner sofiablack-d'elia deanisraelite sciencefiction thriller,32.940597
2866,Cadillac Records,womandirector adrienbrody jeffreywright beyoncéknowles darnellmartin drama history music,13.427427
2867,Screwed, normmacdonald davechappelle dannydevito scottalexander action comedy,5.359381
2868,Fortress,prison cyborg marriedcouple christopherlambert kurtwoodsmith lorynlocklin stuartgordon action thriller sciencefiction,8.708229
2869,For Your Consideration, catherineo'hara harryshearer parkerposey christopherguest comedy drama,4.330428
2870,Celebrity,exzentrik independentfilm reporter kennethbranagh judydavis joemantegna woodyallen drama comedy,7.594593
2871,Running with Scissors,gay sistersisterrelationship wifehusbandrelationship annettebening briancox josephcross ryanmurphy drama comedy,4.770195
2872,From Justin to Kelly,musical kellyclarkson justinguarini brandonhenschel robertiscove comedy romance,1.623338
2873,Girl 6,independentfilm neighbor masturbation theresarandle isaiahwashington spikelee spikelee comedy,2.993939
2874,In the Cut,eroticism suspense womandirector megryan markruffalo jenniferjasonleigh janecampion mystery thriller,10.536092
2875,Two Lovers,loveofone'slife neighbor joaquinphoenix gwynethpaltrow isabellarossellini jamesgray drama romance,8.290636
2876,Last Orders,basedonnovel warveteran malefriendship michaelcaine tomcourtenay davidhemmings fredschepisi comedy drama,3.603842
2877,The Host,river mobilephone bravery songkang-ho parkhae-il baedoona bongjoon-ho horror drama sciencefiction,27.65527
2878,The Pursuit of D.B. Cooper, robertduvall treatwilliams kathrynharrold rogerspottiswoode adventure crime thriller,1.379643
2879,Ravenous,winter cliff cooking guypearce robertcarlyle davidarquette antoniabird comedy horror thriller,9.164386
2880,Charlie Bartlett,depression suicideattempt medicine antonyelchin robertdowneyjr. hopedavis jonpoll comedy drama,9.779444
2881,The Great Beauty,alcohol rome vatican toniservillo carloverdone sabrinaferilli paolosorrentino comedy drama,32.523573
2882,The Dangerous Lives of Altar Boys,independentfilm emilehirsch kieranculkin jodiefoster petercare comedy drama,2.24888
2883,Stoker,mystery miawasikowska nicolekidman matthewgoode parkchan-wook drama horror thriller,27.322212
2884,2046,freelove hotel lovesickness tonyleungchiu-wai zhangziyi fayewong wongkar-wai fantasy drama sciencefiction,12.664787
2885,Married Life,sex jealousy lover(female) chriscooper piercebrosnan patriciaclarkson irasachs crime drama romance,3.004432
2886,Duma,adolescence lossoffather lion alexmichaeletos campbellscott marymakhatho carrollballard adventure drama family,4.795244
2887,Ondine,alcohol mermaid weddingdress colinfarrell alicjabachleda-curuś dervlakirwan neiljordan drama romance,5.841285
2888,Brother,brotherbrotherrelationship assassination cultureclash takeshikitano omarepps claudemaki takeshikitano crime drama thriller,5.327714
2889,Welcome to Collinwood,safe remake heist williamh.macy isaiahwashington samrockwell anthonyrusso comedy,3.582733
2890,Critical Care,nun satire hospital jamesspader kyrasedgwick helenmirren sidneylumet comedy drama,2.678715
2891,The Life Before Her Eyes,suspense umathurman evanrachelwood evaamurrimartino vadimperelman thriller drama mystery,9.728143
2892,Darling Companion,aftercreditsstinger dianekeaton kevinkline samshepard lawrencekasdan drama romance,2.303865
2893,Trade,usa sex brothersisterrelationship kevinkline cesarramos paulinagaitán marcokreuzpaintner drama thriller,11.237374
2894,Fateless,budapest hungary concentrationcamp marcellnagy béladóra bálintpéntek lajoskoltai war drama,1.906807
2895,Breakfast of Champions,wifehusbandrelationship success author brucewillis albertfinney nicknolte alanrudolph comedy,2.695896
2896,"A Woman, a Gun and a Noodle Shop", sunhonglei xiaoshenyang yanni zhangyimou comedy drama thriller,1.416796
2897,Cypher,doublelife undercover lie jeremynortham lucyliu nigelbennett vincenzonatali thriller sciencefiction mystery,11.636883
2898,City of Life and Death,warcrimes massmurder warvictim liuye gaoyuanyuan hideonakaizumi luchuan drama history war,4.793348
2899,Legend of a Rabbit, jonheder tomarnold michaelclarkeduncan lijunsun animation family action,0.738652
2900,Space Battleship Yamato, hiroyukiikeuchi takuyakimura meisakuroki takashiyamazaki sciencefiction,5.158067
2901,5 Days of War,journalist interpreter georgiaeurope rupertfriend valkilmer andygarcía rennyharlin war drama,5.727602
2902,Triangle,ocean florida autism melissageorge liamhemsworth emmalung christophersmith horror,25.496926
2903,10 Days in a Madhouse,undercover insaneasylum reporter carolinebarry christopherlambert kellylebrock timothyhines drama,0.489271
2904,Heaven is for Real,basedonnovel faith basedontrueevents gregkinnear kellyreilly connorcorum randallwallace drama,11.150261
2905,Snatch,gypsy bareknuckleboxing slang jasonstatham bradpitt vinniejones guyritchie thriller crime,53.595686
2906,Dancin' It's On,dancing competition hotel witneycarson chehonwespi-tschopp garydaniels davidwinters drama romance,0.186234
2907,Pet Sematary,coffin pet funeral dalemidkiff fredgwynne denisecrosby marylambert drama horror,20.747994
2908,Madadayo, tatsuomatsumura kyôkokagawa hisashiigawa akirakurosawa drama,2.930853
2909,The Cry of the Owl,suspense paddyconsidine juliastiles carolinedhavernas jamiethraves drama,4.75919
2910,A Tale of Three Cities,womandirector lauching-wan tangwei qinhailu mabelcheung drama history romance,0.753362
2911,Gremlins,holiday monster smalltown zachgalligan phoebecates hoytaxton joedante fantasy horror comedy,45.072136
2912,Star Wars,android galaxy hermit markhamill harrisonford carriefisher georgelucas adventure action sciencefiction,126.393695
2913,Dirty Grandpa,grandfathergrandsonrelationship grandfather roadtrip zacefron robertdeniro juliannehough danmazer comedy,56.805781
2914,Doctor Zhivago,lovetriangle nurse suicideattempt omarsharif juliechristie geraldinechaplin davidlean drama romance war,12.854853
2915,Trash,brazilian drama thriller ricksontevez eduardoluis gabrielweinstein stephendaldry adventure crime drama,14.637357
2916,High School Musical 3: Senior Year,musical music highschool zacefron vanessahudgens ashleytisdale kennyortega comedy drama family,21.801188
2917,The Fighter,sport irishamerican documentarycrew markwahlberg christianbale amyadams davido.russell drama,31.019381
2918,Jackass Number Two,wound disgust pain johnnyknoxville bammargera steve-o jefftremaine action comedy documentary,11.227087
2919,My Cousin Vinny,prison southernusa suspicion joepesci ralphmacchio marisatomei jonathanlynn comedy drama,19.231507
2920,If I Stay,coma musician teenagegirl chloëgracemoretz jamieblackley lianaliberato r.j.cutler drama,31.162838
2921,Drive Hard, thomasjane johncusack zoeventoura briantrenchard-smith action comedy crime,3.94487
2922,Major League,baseball sport sabotage tomberenger charliesheen corbinbernsen davids.ward comedy,7.559192
2923,St. Trinian's,solidarity snake exhibit talulahriley ruperteverett gemmaarterton barnabythompson comedy family sciencefiction,7.377587
2924,Phone Booth,terrorist phonebooth psychopath colinfarrell kiefersutherland forestwhitaker joelschumacher thriller drama,38.018085
2925,A Walk to Remember,basedonnovel theatregroup northcarolina mandymoore shanewest petercoyote adamshankman drama romance,33.283554
2926,Dead Man Walking,prison rape sociallydeprivedfamily susansarandon seanpenn robertprosky timrobbins drama,15.864928
2927,Cruel Intentions,upperclass sexualobsession sex sarahmichellegellar ryanphillippe reesewitherspoon rogerkumble drama romance thriller,23.449703
2928,Saw VI,aftercreditsstinger tobinbell costasmandylor betsyrussell kevingreutert horror mystery,31.900899
2929,History of the World: Part I,moses romanempire musical melbrooks domdeluise madelinekahn melbrooks comedy,14.282314
2930,The Secret Life of Bees,womandirector dakotafanning queenlatifah jenniferhudson ginaprince-bythewood adventure,7.645979
2931,Corky Romano, chriskattan vinessashaw peterfalk robpritts action comedy crime,3.495758
2932,Raising Cain, johnlithgow lolitadavidovich stevenbauer briandepalma drama horror thriller,7.558959
2933,F.I.S.T., sylvesterstallone rodsteiger peterboyle normanjewison drama action,3.375208
2934,Invaders from Mars,spaceinvasion remake alieninvasion karenblack huntercarson timothybottoms tobehooper sciencefiction,4.234269
2935,Brooklyn,lovetriangle basedonnovel homesickness saoirseronan domhnallgleeson emorycohen johncrowley drama romance,39.337949
2936,Barry Lyndon,palace britisharmy fencing ryano'neal marisaberenson hardykrüger stanleykubrick drama romance war,29.543331
2937,Out Cold,manager alcohol races jasonlondon leemajors zachgalifianakis brendanmalloy comedy,4.12064
2938,The Ladies Man,femalenudity tattoo radio timmeadows karynparsons billydeewilliams reginaldhudlin comedy,2.259537
2939,Quartet,musician concert retired maggiesmith tomcourtenay billyconnolly dustinhoffman drama comedy romance,7.722021
2940,Tomcats,compulsivegambling roulette stagnight jerryo'connell shannonelizabeth jakebusey gregorypoirier comedy romance,7.063053
2941,Frailty,angel sheriff lossofmother billpaxton matthewmcconaughey powersboothe billpaxton drama thriller crime,16.003958
2942,Woman in Gold,nazis basedontruestory art helenmirren ryanreynolds tatianamaslany simoncurtis drama,21.204929
2943,Kinsey,freelove sex sexuality liamneeson lauralinney chriso'donnell billcondon drama,6.799314
2944,Army of Darkness,prophecy witch swordplay brucecampbell embethdavidtz marcusgilbert samraimi fantasy horror comedy,33.758281
2945,Slackers,malenudity drugabuse jobinterview jasonsegel devonsawa jasonschwartzman deweynicks comedy romance,9.371811
2946,What's Eating Gilbert Grape,brotherbrotherrelationship mentallydisabled iowa johnnydepp leonardodicaprio juliettelewis lassehallström romance drama,33.282794
2947,The Visual Bible: The Gospel of John,miracle jesuschrist lastsupper christopherplummer henryiancusick stuartbunce philipsaville drama history,3.208172
2948,Vera Drake,england motherrole women'sprison imeldastaunton sallyhawkins richardgraham mikeleigh crime drama,4.131918
2949,The Guru,sex indianlead dancingmaster jimimistry heathergraham marisatomei daisyvonscherlermayer comedy romance,4.093288
2950,The Perez Family,immigration independentfilm womandirector marisatomei alfredmolina anjelicahuston miranair comedy drama romance,1.187671
2951,Inside Llewyn Davis,folkmusic performance aspiringsinger oscarisaac careymulligan justintimberlake joelcoen drama music,36.319205
2952,O,sex jealousy girlfriend mekhiphifer joshhartnett andrewkeegan timblakenelson drama romance thriller,4.146752
2953,Return to the Blue Lagoon,island marooned pacificisland millajovovich briankrause lisapelikan williama.graham drama adventure romance,9.705589
2954,The Molly Maguires,pennsylvania miner coalmining seanconnery samanthaeggar richardharris martinritt drama history,1.396985
2955,Romance & Cigarettes,infidelity lovers workingclass jamesgandolfini susansarandon katewinslet johnturturro comedy music romance,4.056774
2956,Copying Beethoven,beethoven womandirector edharris dianekruger matthewgoode agnieszkaholland drama,5.062687
2957,Brighton Rock,waitress riot gangwar andyserkis helenmirren johnhurt rowanjoffe drama thriller crime,3.122152
2958,Saw V,bloodsplatter serialkiller pigmask tobinbell costasmandylor scottpatterson davidhackl horror thriller crime,32.943848
2959,Machine Gun McCain,mobster johncassavetes brittekland peterfalk giulianomontaldo drama action thriller,0.700127
2960,LOL,comingofage motherdaughterrelationship teenmovie mileycyrus demimoore douglasbooth lisaazuelos drama comedy romance,31.763201
2961,Jindabyne,smalltown fishing malefriendship lauralinney gabrielbyrne deborra-leefurness raylawrence crime drama mystery,8.950864
2962,Kabhi Alvida Naa Kehna,adultery extramaritalaffair shahrukhkhan ranimukerji preityzinta karanjohar drama romance,3.246903
2963,An Ideal Husband, cateblanchett minniedriver ruperteverett oliverparker drama comedy romance,4.519523
2964,The Last Days on Mars,mars sciencefiction zombie lievschreiber romolagarai eliaskoteas ruairirobinson sciencefiction thriller horror,18.764453
2965,Darkness,lossofchild solareclipse hauntedhouse annapaquin lenaolin iainglen jaumebalagueró horror,6.340135
2966,2001: A Space Odyssey,moon jupiter artificialintelligence keirdullea garylockwood williamsylvester stanleykubrick sciencefiction mystery adventure,86.201184
2967,E.T. the Extra-Terrestrial,farewell homesickness nasa henrythomas drewbarrymore robertmacnaughton stevenspielberg sciencefiction adventure family,56.105798
2968,In the Land of Women,infidelity party love megryan kristenstewart adambrody jonkasdan romance comedy drama,12.792446
2969,The Blue Butterfly,rain butterfly rainforest marcdonato pascalebussières williamhurt léapool adventure drama family,1.985552
2970,There Goes My Baby, dermotmulroney rickyschroder kelliwilliams floydmutrux drama comedy,0.037073
2971,Housefull, akshaykumar riteshdeshmukh deepikapadukone sajidkhan drama comedy romance,0.12082
2972,September Dawn, jonvoight tamarahope trentford christophercain drama action history,3.646848
2973,For Greater Glory - The True Story of Cristiada,duringcreditsstinger evalongoria andygarcía oscarisaac deanwright history drama,5.759545
2974,The Bélier Family,deafness music comingofage louaneemera karinviard françoisdamiens ericlartigau comedy drama music,25.302978
2975,Good Will Hunting,baseball boston professor robinwilliams mattdamon benaffleck gusvansant drama,43.734886
2976,Misconduct, joshduhamel aliceeve malinåkerman shintaroshimosawa drama thriller,10.016909
2977,Saw III,braintumor nudity suffocation tobinbell shawneesmith angusmacfadyen darrenlynnbousman horror thriller crime,33.124871
2978,Stripes,date ex-girlfriend u.s.army billmurray haroldramis warrenoates ivanreitman action comedy,10.892398
2979,Bring It On,cheerleader sport highschool kirstendunst jessebradford elizadushku peytonreed comedy,14.754281
2980,The Purge: Election Year,dystopia sequel legalizedmurder elizabethmitchell frankgrillo mykeltiwilliamson jamesdemonaco action horror thriller,53.727146
2981,She's All That,tvstar jeep volleyball freddieprinzejr. rachaelleighcook matthewlillard robertiscove comedy romance,8.9876
2982,Saw IV,ice victim pain tobinbell scottpatterson costasmandylor darrenlynnbousman horror thriller crime,29.244768
2983,White Noise,wheelchair time voice michaelkeaton chandrawest deborahkaraunger geoffreysax drama horror thriller,14.447723
2984,Madea's Family Reunion,spanking basedonplay tylerperry blairunderwood lynnwhitfield tylerperry drama comedy romance,5.882208
2985,The Color of Money,bar billard talent paulnewman tomcruise maryelizabethmastrantonio martinscorsese drama,17.3393
2986,The Longest Day,worldwarii normandy allied eddiealbert paulanka arletty bernhardwicki action drama history,19.524972
2987,The Mighty Ducks,sportsteam sport icehockey emilioestevez jossackland lanesmith stephenherek comedy family,8.932837
2988,The Grudge,malenudity nurse japanese sarahmichellegellar jasonbehr cleaduvall takashishimizu horror mystery thriller,35.695442
2989,Happy Gilmore,lossofmother lossoffather golf adamsandler benstiller christophermcdonald dennisdugan comedy,26.598884
2990,Jeepers Creepers,massmurder song brother ginaphilips justinlong jonathanbreck victorsalva horror thriller,23.316208
2991,Bill & Ted's Excellent Adventure,jealousy journeyinthepast sigmundfreud keanureeves alexwinter georgecarlin stephenherek adventure comedy sciencefiction,25.929893
2992,Oliver!,pickpocket musical victorianengland ronmoody shaniwallis oliverreed carolreed drama family music,8.305998
2993,The Best Exotic Marigold Hotel,hotel basedonnovel india billnighy maggiesmith tomwilkinson johnmadden drama comedy,21.258991
2994,Recess: School's Out,holiday elementaryschool friends rickeyd'shoncollins jasondavis ashleyjohnson chucksheetz sciencefiction animation comedy,5.699058
2995,Mad Max Beyond Thunderdome,arena sandstorm dystopia melgibson tinaturner brucespence georgemiller action adventure sciencefiction,36.582038
2996,Commando,kidnapping lonewolf daughter arnoldschwarzenegger raedawnchong danhedaya markl.lester action adventure thriller,34.224204
2997,The Boy,suicide england fire laurencohan rupertevans jamesrussell williambrentbell horror mystery thriller,38.179483
2998,Devil,claustrophobia trappedinanelevator chrismessina jacobvargas bojananovaković johnerickdowdle horror mystery thriller,30.934688
2999,Friday After Next,guard shoppingmall thief icecube mikeepps johnwitherspoon marcusraboy comedy,7.499639
3000,Insidious: Chapter 3,sequel dermotmulroney stefaniescott linshaye leighwhannell drama horror thriller,45.946524
3001,The Last Dragon,martialarts pizzeria limousine taimak juliuscarry vanity michaelschultz action adventure comedy,4.928777
3002,The Lawnmower Man,dream chimp manipulation jefffahey piercebrosnan jennywright brettleonard horror thriller sciencefiction,10.125029
3003,Nick and Norah's Infinite Playlist,concert teenager onenight michaelcera katdennings aaronyoo petersollett comedy music romance,20.452449
3004,Dogma,angel wisconsin churchservice benaffleck mattdamon lindafiorentino kevinsmith fantasy comedy adventure,14.543435
3005,The Banger Sisters,tattoo rockstar groupie goldiehawn susansarandon geoffreyrush bobdolman comedy drama,6.015354
3006,Twilight Zone: The Movie,nazis anthology remake albertbrooks vicmorrow johnlarroquette stevenspielberg drama fantasy horror,12.902975
3007,Road House,newlove protectionmoney nightclub patrickswayze kellylynch samelliott rowdyherrington action thriller,6.216203
3008,A Low Down Dirty Shame,fbi drugcrime violence keenenivorywayans charless.dutton jadapinkettsmith keenenivorywayans action comedy crime,3.290639
3009,Swimfan,competition coma infidelity jessebradford erikachristensen shiriappleby johnpolson drama thriller,4.844451
3010,Employee of the Month,salesclerk midlifecrisis prenzlauerberg danecook jessicasimpson daxshepard gregcoolidge comedy romance,9.559737
3011,Can't Hardly Wait,alcohol regret homophobia jenniferlovehewitt ethanembry charliekorsmo deborahkaplan comedy drama romance,11.350382
3012,The Outsiders,streetgang children'shome comingofage mattdillon ralphmacchio c.thomashowell francisfordcoppola crime drama,13.455373
3013,Pete's Dragon,feralchild remake dragon brycedallashoward oakesfegley wesbentley davidlowery adventure family fantasy,31.974359
3014,The Dead Zone,coma sheriff basedonnovel christopherwalken brookeadams tomskerritt davidcronenberg horror sciencefiction thriller,16.78512
3015,Sinister 2,hauntedhouse sequel twins shannynsossamon jamesransone robertdanielsloan ciaranfoy horror,26.090495
3016,Sparkle,soongsisters duringcreditsstinger whitneyhouston ceelogreen derekluke salimakil drama music,2.698185
3017,Valentine,mobbing success violenceagainstwomen deniserichards davidboreanaz marleyshelton jamieblanks horror thriller,5.904126
3018,The Fourth Kind,brothersisterrelationship wheelchair hypnosis millajovovich willpatton hakeemkae-kazim olatundeosunsanmi mystery sciencefiction thriller,22.888173
3019,A Prairie Home Companion,usa countrymusic commercial merylstreep lindsaylohan virginiamadsen robertaltman drama comedy music,5.025446
3020,Sugar Hill, wesleysnipes michaelwright donaldfaison leonichaso drama action thriller,2.580808
3021,Invasion U.S.A., chucknorris richardlynch melissaprophet josephzito action thriller,4.192064
3022,Roll Bounce, nickcannon shadmoss chimcbride malcolmd.lee comedy drama family,2.596338
3023,Rushmore,privateschool lonewolf theatreplay jasonschwartzman oliviawilliams billmurray wesanderson comedy drama,18.289303
3024,Skyline,missile light transformation ericbalfour scottiethompson davidzayas colinstrause sciencefiction,26.268209
3025,The Second Best Exotic Marigold Hotel,india retirementhome devpatel judidench richardgere johnmadden drama comedy,17.592299
3026,Kit Kittredge: An American Girl,cincinnati womandirector abigailbreslin chriso'donnell juliaormond patriciarozema comedy drama family,6.27141
3027,The Perfect Man,mother man-womanrelation single hilaryduff heatherlocklear chrisnoth markrosman comedy drama family,11.158906
3028,Mo' Better Blues,musical denzelwashington spikelee wesleysnipes spikelee drama romance,3.079862
3029,Kung Pow: Enter the Fist,lossoffamily lossofparents supernaturalpowers huilouchen tadhorino steveoedekerk steveoedekerk action comedy,8.288813
3030,Tremors,nevada smalltown tractor kevinbacon fredward finncarter ronunderwood action horror,32.579697
3031,Wrong Turn,lifeanddeath deathofafriend partsofdeadbody desmondharrington elizadushku emmanuellechriqui robschmidt horror thriller,33.555764
3032,The Long Riders,brotherbrotherrelationship jessejames coleyounger davidcarradine keithcarradine robertcarradine walterhill western history,2.959547
3033,The Corruptor,newyork lifeanddeath gangwar markwahlberg chowyun-fat byronmann jamesfoley action crime mystery,4.068107
3034,Mud,river snake arkansas matthewmcconaughey tyesheridan jacoblofland jeffnichols drama,17.663353
3035,Reno 911!: Miami,sex terrorist beach lennieloftin dannydevito bengarant bengarant action adventure comedy,4.207456
3036,One Direction: This Is Us,concert harrystyles niallhoran zaynmalik morganspurlock documentary music,7.944457
3037,"The Goods: Live Hard, Sell Hard",duringcreditsstinger jeremypiven vingrhames jamesbrolin nealbrennan comedy,3.352702
3038,Hey Arnold! The Movie, spencerklein francescasmith jamilwalkersmith tucktucker animation family,5.856363
3039,My Week with Marilyn,basedonnovel biography historicalfigure michellewilliams eddieredmayne kennethbranagh simoncurtis drama,21.006078
3040,The Matador,mexicocity midlifecrisis cocktail piercebrosnan gregkinnear hopedavis richardshepard action comedy crime,5.647538
3041,Love Jones,sex ex-boyfriend independentfilm larenztate nialong isaiahwashington theodorewitcher comedy drama romance,1.000178
3042,The Gift,detective stalker gift jasonbateman rebeccahall joeledgerton joeledgerton thriller mystery,27.247013
3043,End of the Spear,drama louieleonardo chadallen jackguzman jimhanon adventure drama,1.83428
3044,Get Over It,theatreplay theatregroup highschool kirstendunst benfoster melissasagemiller tommyo'haver comedy romance,11.592129
3045,Office Space,suburbia downsizing softwareengineer ronlivingston jenniferaniston davidherman mikejudge comedy crime,18.366362
3046,Drop Dead Gorgeous,minnesota motherrole beautycontest kirstendunst ellenbarkin deniserichards michaelpatrickjann comedy,6.736274
3047,Big Eyes,wifehusbandrelationship artist courtcase amyadams christophwaltz krystenritter timburton drama,28.570174
3048,Very Bad Things,prostitute hotel cocaine jonfavreau lelandorser camerondiaz peterberg comedy crime thriller,5.671691
3049,Sleepover,highschool scavengerhunt teenagecrush alexapenavega mikaboorem janelynch joenussbaum comedy family,5.842299
3050,Body Double,femalenudity pornography claustrophobia craigwasson melaniegriffith gregghenry briandepalma crime mystery horror,9.525626
3051,MacGruber,aftercreditsstinger duringcreditsstinger willforte kristenwiig valkilmer jormataccone action adventure comedy,14.038512
3052,Dirty Pretty Things,londonengland prostitute hotel chiwetelejiofor audreytautou sergilópez stephenfrears crime drama thriller,9.177896
3053,Movie 43,slapstick ensemblecast duringcreditsstinger annafaris emmastone halleberry griffindunne comedy,35.350303
3054,Over Her Dead Body,diary romanticcomedy deathoflover evalongoria jasonbiggs lakebell jefflowell comedy,12.067921
3055,Seeking a Friend for the End of the World,asteroid roadtrip endoftheworld stevecarell keiraknightley conniebritton lorenescafaria comedy drama romance,30.863082
3056,Cedar Rapids,hotel infidelity one-nightstand anneheche edhelms sigourneyweaver miguelarteta comedy,10.254807
3057,American History X,usa neo-nazi prison edwardnorton edwardfurlong beverlyd'angelo tonykaye drama,73.567232
3058,The Collection,mercenary party sequel joshstewart christophermcdonald emmafitzpatrick marcusdunstan horror thriller,16.361743
3059,Teacher's Pet, nathanlane kelseygrammer shaunfleming timothybjorklund animation drama family,1.374409
3060,The Red Violin,auction violin carlocecchi irenegrazioli anitalaurenzi françoisgirard drama thriller mystery,6.18869
3061,The Straight Story,brotherbrotherrelationship mississippi wisconsin richardfarnsworth sissyspacek janegallowayheitz davidlynch drama,15.280261
3062,Deuces Wild,gang newyorkcity drugoverdose stephendorff fairuzabalk bradrenfro scottkalvert action crime drama,0.753481
3063,Bad Words,competition satire spellingbee jasonbateman kathrynhahn rohanchand jasonbateman comedy,14.105392
3064,"Run, Fatboy, Run",fathersonrelationship newlove fiancé simonpegg thandienewton hankazaria davidschwimmer comedy romance,14.905357
3065,Heartbeeps,servant future chase andykaufman bernadettepeters randyquaid allanarkush comedy romance family,0.518056
3066,Black or White,grievingwidower widower kevincostner jillianestell jenniferehle mikebinder drama,12.172131
3067,On the Line, lancebass joeyfatone emmanuellechriqui ericbross comedy family romance,3.084874
3068,Rescue Dawn,warcrimes violence laotiansoldier christianbale stevezahn marshallbell wernerherzog adventure drama war,17.078656
3069,Danny Collins,rockstar middleage alpacino annettebening jennifergarner danfogelman comedy drama music,16.318608
